text,system,source,error_code,timestamp,category,priority,routing_team
[mobile] inconsistent state (E504). alert triggered from monitoring.,mobile,monitoring,E504,2026-01-27T08:55:49Z,data_issue,P3,Data
[payments] incorrect data (TIMEOUT).,payments,oncall,TIMEOUT,2026-02-05T01:40:49Z,data_issue,P2,Data
[payments] config error (DB_CONN). occurred right after deployment.,payments,partner,DB_CONN,2026-02-10T04:05:49Z,deployment_issue,P2,Platform
[inventory] missing records (TIMEOUT).,inventory,partner,TIMEOUT,2026-01-30T12:37:49Z,data_issue,P3,Data
[search] charge failed (E401). seen by customers,search,oncall,E401,2026-02-04T22:00:49Z,payment_issue,P0,Payments
[observability] checkout broken (TIMEOUT). user says app is broken.,observability,user_report,TIMEOUT,2026-02-05T05:02:49Z,payment_issue,P0,Payments
[payments] unavailable (E403).,payments,qa,E403,2026-02-02T01:46:49Z,outage,P0,SRE
[search] webhook failed (TIMEOUT). after last change,search,oncall,TIMEOUT,2026-02-04T06:34:49Z,payment_issue,P0,Payments
[inventory] webhook failed (OOM). urgent,inventory,batch_job,OOM,2026-02-01T03:30:49Z,payment_issue,P0,Payments
[search] degraded (E502).,search,oncall,E502,2026-01-30T20:43:49Z,latency,P1,SRE
[mobile] incorrect data (E503).,mobile,partner,E503,2026-02-07T09:36:49Z,data_issue,P3,Data
[gateway] 500 spike (OOM). happens since morning,gateway,partner,OOM,2026-01-30T02:49:49Z,outage,P0,SRE
[mobile] lag (OOM).,mobile,batch_job,OOM,2026-01-29T10:22:49Z,latency,P1,SRE
[search] checkout broken (E408).,search,partner,E408,2026-02-09T20:21:49Z,payment_issue,P0,Payments
[observability] webhook failed (E429). user says app is broken.,observability,user_report,E429,2026-02-02T16:11:49Z,payment_issue,P0,Payments
[auth] timeouts (E401). randomly,auth,partner,E401,2026-01-31T07:32:49Z,latency,P1,SRE
[observability] timeout (TIMEOUT).,observability,partner,TIMEOUT,2026-02-04T13:29:49Z,outage,P0,SRE
[payments] missign records (E504). pls fix asap,payments,qa,E504,2026-02-02T22:59:49Z,data_issue,P3,Data
[auth] p95 high (E403).,auth,batch_job,E403,2026-02-04T01:42:49Z,latency,P2,SRE
[search] timeout (E429). user says app is broken.,search,user_report,E429,2026-02-04T09:03:49Z,outage,P0,SRE
[gateway] incorrect data (E500).,gateway,partner,E500,2026-01-27T06:04:49Z,data_issue,P2,Data
[search] p95 high (E408).,search,qa,E408,2026-02-03T02:45:49Z,latency,P1,SRE
[gateway] webhook failed (E503).,gateway,qa,E503,2026-02-03T14:34:49Z,payment_issue,P0,Payments
[gateway] webhook failed E(502).,gateway,qa,E502,2026-02-08T07:52:49Z,payment_issue,P0,Payments
[billing] payment declined (TIMEOUT). alert triggered from monitoring.,billing,monitoring,TIMEOUT,2026-02-04T13:45:49Z,payment_issue,P1,Payments
[search] login fails (E504).,search,partner,E504,2026-02-10T03:22:49Z,auth_issue,P1,Security
[search] cannot reach (E504). repro steps unknown,search,batch_job,E504,2026-02-07T23:16:49Z,outage,P0,SRE
[billing] token invalid (E403).,billing,oncall,E403,2026-01-28T23:54:49Z,auth_issue,P1,Security
[auth] 500 spike (E403).,auth,qa,E403,2026-02-03T07:21:49Z,outage,P0,SRE
[billing] rollback (E503). alert triggered from monitoring. occurred right after deployment. urgent,billing,monitoring,E503,2026-02-08T20:58:49Z,deployment_issue,P1,Platform
[gateway] p95 high (E503). user says app is broken.,gateway,user_report,E503,2026-02-07T16:59:49Z,latency,P1,SRE
[inventoyr] webhook failed (E408).,inventory,qa,E408,2026-02-03T19:54:49Z,payment_issue,P1,Payments
[billing] login fails (E429). user says app is broken.,billing,user_report,E429,2026-02-05T09:20:49Z,auth_issue,P1,Security
[gateway] missing records (TIMEOUT). user says app is broken. intermittent,gateway,user_report,TIMEOUT,2026-02-02T19:14:49Z,data_issue,P3,Data
[inventory] incorrect data (DB_CONN).,inventory,batch_job,DB_CONN,2026-02-07T18:26:49Z,data_issue,P2,Data
[mobiel] rollback (TIMEOUT). occurred right after deployment. intermittent,mobile,oncall,TIMEOUT,2026-02-10T05:31:49Z,deployment_issue,P1,Platform
[mobile] config error (E500). occurred right after deployment.,mobile,partner,E500,2026-02-01T12:12:49Z,deployment_issue,P1,Platform
[gateway] timeout (E500). alert triggered from monitoring.,gateway,monitoring,E500,2026-01-30T10:38:49Z,outage,P0,SRE
[auth] rollback (E503). occurred right after deployment. pls fix asap,auth,oncall,E503,2026-02-05T09:34:49Z,deployment_issue,P1,Platform
[search] rollback (E401). alert triggered from monitoring. occurred right after deployment. needs investigation,search,monitoring,E401,2026-01-28T08:05:49Z,deployment_issue,P1,Platform
[search] version mismatch (E408). occurred right after deployment. after last change,search,oncall,E408,2026-02-05T15:17:49Z,deployment_issue,P1,Platform
[gateway] after deploy (OOM). occurred right after deployment. seen by customers,gateway,qa,OOM,2026-02-05T02:05:49Z,deployment_issue,P1,Platform
[auth] after deploy (DB_CONN). occurred right after deployment. pls fix asap,auth,partner,DB_CONN,2026-02-07T05:51:49Z,deployment_issue,P1,Platform
[billing] slow response (E408). happens since morning,billing,batch_job,E408,2026-02-06T04:45:49Z,latency,P2,SRE
[billing] after deploy (TIMEOUT). alert triggered from monitoring. occurred right after deployment.,billing,monitoring,TIMEOUT,2026-02-04T04:25:49Z,deployment_issue,P1,Platform
[observability] login fails (E500). repro steps unknown,observability,oncall,E500,2026-01-29T12:06:49Z,auth_issue,P1,Security
[observability] payment declined (OOM). after last change,observability,oncall,OOM,2026-02-09T23:47:49Z,payment_issue,P1,Payments
[billing] login fails (E401).,billing,qa,E401,2026-02-09T00:48:49Z,auth_issue,P2,Security
[inventory] 500 spike (E504).,inventory,batch_job,E504,2026-02-01T17:37:49Z,outage,P1,SRE
[billing] incorrect data (E403).,billing,batch_job,E403,2026-01-31T13:18:49Z,data_issue,P2,Data
[mobile] timeouts (E408).,mobile,qa,E408,2026-01-29T08:01:49Z,latency,P1,SRE
[billing] slow response (E500).,billing,batch_job,E500,2026-02-08T04:11:49Z,latency,P1,SRE
[observability] charge failed (E502). repro steps unknown,observability,batch_job,E502,2026-02-02T22:27:49Z,payment_issue,P0,Payments
[auth] version mismatch (E408). alert triggered from monitoring. occurred right after deployment.,auth,monitoring,E408,2026-02-08T04:36:49Z,deployment_issue,P1,Platform
[inventory] incorrect data (E503).,inventory,oncall,E503,2026-02-09T18:27:49Z,data_issue,P3,Data
[observability] slow response (TIMEOUT). pls fix asap,observability,partner,TIMEOUT,2026-02-10T00:13:49Z,latency,P1,SRE
[inventory] after deploy (E502). occurred right after deployment. urgent,inventory,batch_job,E502,2026-02-06T10:53:49Z,deployment_issue,P2,Platform
[search] service down (E502). alert triggered from monitoring.,search,monitoring,E502,2026-01-29T18:50:49Z,outage,P1,SRE
[payments] payment declined (DB_CONN). randomly,payments,batch_job,DB_CONN,2026-01-27T03:19:49Z,payment_issue,P0,Payments
[inventory] webhook faile d(E500). intermittent,inventory,qa,E500,2026-01-30T15:06:49Z,payment_issue,P1,Payments
[payments] webhook failed (E502). repro steps unknown,payments,batch_job,E502,2026-02-08T07:01:49Z,payment_issue,P0,Payments
[inventory] cannot reach (E500). alert triggered from monitoring.,inventory,monitoring,E500,2026-02-08T04:06:49Z,outage,P0,SRE
[inventory] after deploy (TIMEOUT). occurred right after deployment.,inventory,oncall,TIMEOUT,2026-02-03T19:22:49Z,deployment_issue,P1,Platform
[search] stale cache (E429). user says app is broken. happens since morning,search,user_report,E429,2026-01-31T13:12:49Z,data_issue,P3,Data
[inventory] tokne invalid (TIMEOUT).,inventory,batch_job,TIMEOUT,2026-02-09T14:51:49Z,auth_issue,P1,Security
[payments] p95 high (OOM).,payments,oncall,OOM,2026-01-27T21:18:49Z,latency,P1,SRE
[payments] rollback (OOM). user says app is broken. occurred right after deployment.,payments,user_report,OOM,2026-01-30T18:44:49Z,deployment_issue,P2,Platform
[auth] token invalid (E500).,auth,oncall,E500,2026-01-30T21:10:49Z,auth_issue,P2,Security
[billing] missing records (DB_CONN). user says app is broken.,billing,user_report,DB_CONN,2026-02-08T01:35:49Z,data_issue,P3,Data
[payments] charge failed (OOM).,payments,qa,OOM,2026-01-31T23:41:49Z,payment_issue,P0,Payments
[auth] login fails (E408). urgent,auth,batch_job,E408,2026-01-27T08:39:49Z,auth_issue,P1,Security
[billing]t oken invalid (E401).,billing,batch_job,E401,2026-01-30T07:18:49Z,auth_issue,P1,Security
[mobile] degraded (E503).,mobile,batch_job,E503,2026-02-08T15:31:49Z,latency,P1,SRE
[inventory] service down (E504). user says app is broken.,inventory,user_report,E504,2026-02-08T21:11:49Z,outage,P0,SRE
[mobile] incorrect data (E403). user says app is broken.,mobile,user_report,E403,2026-02-02T09:20:49Z,data_issue,P3,Data
[mobile] inconsistent tsate (E408). intermittent,mobile,qa,E408,2026-02-03T08:46:49Z,data_issue,P2,Data
[gateway] token invalid (E500).,gateway,qa,E500,2026-02-03T03:18:49Z,auth_issue,P1,Security
[billing] unavailable (E503). alert triggered from monitoring. seen by customers,billing,monitoring,E503,2026-01-30T22:16:49Z,outage,P1,SRE
[observability] webhook failed (E500). alert triggered from monitoring. needs investigation,observability,monitoring,E500,2026-02-04T01:58:49Z,payment_issue,P0,Payments
[mobile] charge failed (E408). repro steps unknown,mobile,oncall,E408,2026-02-01T06:12:49Z,payment_issue,P0,Payments
[auth] permission denied (DB_CONN). alert triggered from monitoring.,auth,monitoring,DB_CONN,2026-01-27T14:55:49Z,auth_issue,P1,Security
[observability] checkout broken (E429).,observability,partner,E429,2026-02-01T12:24:49Z,payment_issue,P0,Payments
[search] p95 high (E504). alret triggered from monitoring. after last change,search,monitoring,E504,2026-02-06T11:12:49Z,latency,P1,SRE
[gateway] cannot reach (E403).,gateway,oncall,E403,2026-02-09T08:42:49Z,outage,P1,SRE
[mobile] p95 high (E503). alert triggered from monitoring.,mobile,monitoring,E503,2026-02-08T21:26:49Z,latency,P1,SRE
[billing] webhook failed (E500).,billing,batch_job,E500,2026-01-31T11:38:49Z,payment_issue,P1,Payments
[mobile] token invalid (E503). alert triggered from monitoring. happens since morning,mobile,monitoring,E503,2026-02-09T20:29:49Z,auth_issue,P1,Security
[gateway] charge failed (E500).,gateway,oncall,E500,2026-01-28T21:04:49Z,payment_issue,P1,Payments
[mobile] 500 spike (DB_CONN).,mobile,partner,DB_CONN,2026-02-02T14:26:49Z,outage,P0,SRE
[billing] slow response (TIMEOUT). alert triggered from monitoring. needs investigation,billing,monitoring,TIMEOUT,2026-01-26T13:20:49Z,latency,P1,SRE
[search] 500 spike (E429.) user says app is broken.,search,user_report,E429,2026-02-05T19:29:49Z,outage,P0,SRE
[observability] after deploy (E503). occurred right after deployment.,observability,partner,E503,2026-02-07T15:44:49Z,deployment_issue,P1,Platform
[billing] login fails (E408). intermittent,billing,oncall,E408,2026-01-27T23:40:49Z,auth_issue,P1,Security
[inventory] permission denied (E429).,inventory,qa,E429,2026-01-31T06:51:49Z,auth_issue,P1,Security
[search] incorrect data (E408).,search,qa,E408,2026-02-05T08:36:49Z,data_issue,P2,Data
[gateway] permission denied (E503).,gateway,batch_job,E503,2026-01-27T11:56:49Z,auth_issue,P1,Security
[auth] version mismatch (TIMEOUT). alert triggered from monitoring. occurred right after deployment. urgent,auth,monitoring,TIMEOUT,2026-02-04T22:41:49Z,deployment_issue,P2,Platform
[billing] version mismatch (E500). occurred right after deployment. pls fix asap,billing,oncall,E500,2026-01-28T11:56:49Z,deployment_issue,P1,Platform
[billing] after deploy (E408). occurred right after deployment.,billing,qa,E408,2026-02-03T08:19:49Z,deployment_issue,P2,Platform
[inventory] config error (E429). occurred right after deployment.,inventory,oncall,E429,2026-01-27T09:25:49Z,deployment_issue,P2,Platform
[search] payment declined (E403). happens since morning,search,oncall,E403,2026-01-31T05:07:49Z,payment_issue,P2,Payments
[billing] checkout broken (E500). user says app is broken.,billing,user_report,E500,2026-02-08T16:18:49Z,payment_issue,P0,Payments
[auth] incorrect data (E429).,auth,batch_job,E429,2026-01-28T03:13:49Z,data_issue,P3,Data
[inventory] inconsistent state (E503).,inventory,oncall,E503,2026-01-29T04:50:49Z,data_issue,P2,Data
[billing] login fails (E408).,billing,qa,E408,2026-02-07T12:33:49Z,auth_issue,P1,Security
[search] lag (E403).,search,batch_job,E403,2026-02-02T19:21:49Z,latency,P1,SRE
[payments] version mismatch (E429). occurred right after deployment.,payments,partner,E429,2026-02-09T10:21:49Z,deployment_issue,P2,Platform
[inventory] token invalid (E502). user says app is broken. urgent,inventory,user_report,E502,2026-01-28T06:02:49Z,auth_issue,P1,Security
[gateway] stale cache (TIMEOUT).,gateway,batch_job,TIMEOUT,2026-02-04T15:59:49Z,data_issue,P3,Data
[inventory] 500 spike (E503). user says app is broken. pls fix asap,inventory,user_report,E503,2026-01-31T15:11:49Z,outage,P0,SRE
[auth] cannot reach (DB_CONN). pls fix asap,auth,oncall,DB_CONN,2026-01-31T03:40:49Z,outage,P1,SRE
[payments] webhook failed (E403). alert triggered from monitoring.,payments,monitoring,E403,2026-02-08T00:37:49Z,payment_issue,P0,Payments
[payments] after deploy (E503). occurred right after deployment.,payments,oncall,E503,2026-02-04T03:49:49Z,deployment_issue,P2,Platform
[auth] cannot reach (E403). needs investigation,auth,oncall,E403,2026-02-06T19:36:49Z,outage,P0,SRE
[mobile] timeout (E408).,mobile,oncall,E408,2026-02-05T00:21:49Z,outage,P0,SRE
[payments] timeou t(E403). urgent,payments,qa,E403,2026-01-26T22:40:49Z,outage,P1,SRE
[inventory] permission denied (E500).,inventory,batch_job,E500,2026-01-27T21:58:49Z,auth_issue,P1,Security
[billing] service dow n(E403). happens since morning,billing,batch_job,E403,2026-01-26T16:42:49Z,outage,P0,SRE
[gateway] unauthorized (E403).,gateway,qa,E403,2026-02-05T18:37:49Z,auth_issue,P1,Security
[observability] slow response (DB_CONN).,observability,batch_job,DB_CONN,2026-01-28T02:15:49Z,latency,P1,SRE
[mobile] inconsistent state (E504).,mobile,partner,E504,2026-02-01T06:26:49Z,data_issue,P2,Data
[search] cannot reach( E504). needs investigation,search,batch_job,E504,2026-01-28T07:45:49Z,outage,P0,SRE
[inventory] incorrect data (E502). happens since morning,inventory,qa,E502,2026-01-30T09:40:49Z,data_issue,P3,Data
[mobile] incorrect data (TIMEOUT). user says app is broken. randomly,mobile,user_report,TIMEOUT,2026-01-27T15:26:49Z,data_issue,P2,Data
[search] token invalid (E504). alert triggered from monitoring.,search,monitoring,E504,2026-02-01T10:57:49Z,auth_issue,P1,Security
[mobile] webhook failed (E403). user says app is broken.,mobile,user_report,E403,2026-02-08T15:34:49Z,payment_issue,P1,Payments
[payments] charge failed (E503). alert rtiggered from monitoring.,payments,monitoring,E503,2026-01-30T21:25:49Z,payment_issue,P1,Payments
[inventory] chekcout broken (DB_CONN).,inventory,qa,DB_CONN,2026-02-04T13:32:49Z,payment_issue,P0,Payments
[observability] permission denied (DB_CONN). happens since morning,observability,qa,DB_CONN,2026-02-04T10:30:49Z,auth_issue,P1,Security
[gateway] login fails (TIMEOUT). after last change,gateway,partner,TIMEOUT,2026-02-08T22:42:49Z,auth_issue,P1,Security
[inventory] payment declined (E403). user says app is broken.,inventory,user_report,E403,2026-02-08T18:19:49Z,payment_issue,P0,Payments
[auth] rollback (E504). occurred right after deployment. after last change,auth,batch_job,E504,2026-01-27T12:51:49Z,deployment_issue,P1,Platform
[search] p95 high (OOM).,search,qa,OOM,2026-02-04T14:25:49Z,latency,P1,SRE
[mobile] rollback (OOM). occurred right after deployment.,mobile,batch_job,OOM,2026-02-03T03:13:49Z,deployment_issue,P1,Platform
[mobile] unauthorized (TIMEOUT).,mobile,partner,TIMEOUT,2026-02-05T09:59:49Z,auth_issue,P1,Security
[search] lag (DB_CONN).,search,qa,DB_CONN,2026-01-28T19:46:49Z,latency,P1,SRE
[observability] config error (OOM). occurred right after deployment.,observability,partner,OOM,2026-02-09T15:15:49Z,deployment_issue,P2,Platform
[payments] service down (E408). repro steps unknown,payments,batch_job,E408,2026-01-30T23:12:49Z,outage,P0,SRE
[payments] lag (E500). needs investigation,payments,qa,E500,2026-01-27T23:34:49Z,latency,P1,SRE
[mobile] version mismatch (TIMEOUT). user says app is broken. occurred right after deployment.,mobile,user_report,TIMEOUT,2026-01-28T10:01:49Z,deployment_issue,P1,Platform
[payments] lag (E500). alert triggered from monitoring.,payments,monitoring,E500,2026-01-29T08:40:49Z,latency,P2,SRE
[billing] rollback (TIMEOUT). occurred right after deployment. urgent,billing,partner,TIMEOUT,2026-02-08T01:34:49Z,deployment_issue,P1,Platform
[auth] checkout broken (E401). happens since morning,auth,batch_job,E401,2026-02-02T08:22:49Z,payment_issue,P1,Payments
